id,title,description,link,image_link,price,availability,item_group_id,product_type,google_product_category,additional_image_link,sale_price,average_review_rating,number_of_ratings,number_of_reviews,description_html,video_link,brand,GTIN,mpn,color,gender,age_group,material,pattern,size,size_type,size_system,alt_text,variant_names,variant_values,adult,tax,shipping,shipping_weight,shipping_width,shipping_height,free_shipping_label,free_shipping_limit,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,ad_link,condition
9176,0.60 Ct G/SI1 Natural Diamond Stud Earrings in 18K Gold,Dazzle in sunshine with 0.60 Ct G Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/9176,https://www.colourdiam.com/Product/Jewellery/9116_9123/white45/center.jpg,2875.00 USD,in stock,,Pendant,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/9176/center.jpg,https://colourdiam.com/Product/Jewellery/9176/black360/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/9176/9076_5.mp4,Colour Diam,,9176,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pendant,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5754_6998,0.60ctw G/SI1 Natural Diamond Stud Earrings in 18K Gold - 1,Dazzle in sunshine with 0.60 Ct G Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/Menu/5754/6998,https://www.colourdiam.com/Product/Jewellery/9122_9126/white45/center.jpg,20700.00 USD,in stock,,Earring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5754_6998/white45/center.jpg,https://colourdiam.com/Product/Jewellery/5754_6998/white45/colour-diam-5754-6998-0-1-ct-fancy-pink-vs-pendant-colour-diam-06.jpg,https://colourdiam.com/Product/Jewellery/5754_6998/white45/colour-diam-5754-6998-0-1-ct-fancy-pink-vs-pendant-colour-diam-07.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5754_6998/white45/video.mp4,Colour Diam,,5754_6998,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Earring,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8716,0.60ct G SI1 IGI Certified 18k Gold Diamond Earrings - 5,Dazzle in sunshine with 0.60 Ct F Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8716,https://www.colourdiam.com/Product/Jewellery/9025_9027/white45/center.jpg,9200.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8716/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8716/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8716/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8716/white45/video.mp4,Colour Diam,,8716,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct F Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury f earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
5478,0.60Ct F SI1 IGI Certified 18k Gold Diamond Earring,Dazzle in sunshine with 0.60 Ct F Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/5478,https://www.colourdiam.com/Product/Jewellery/9035_9109/white45/center.jpg,9200.00 USD,in stock,,"Yellow Ring, Brown Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/5478/white45/1.jpg,https://colourdiam.com/Product/Jewellery/5478/white45/2.jpg,https://colourdiam.com/Product/Jewellery/5478/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/5478/white360/video.mp4,Colour Diam,,5478,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct F Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury f earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Yellow Ring, Brown Ring",Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8392_5662,0.60ct F-G SI1 IGI Certified 18k Gold Diamond Earrings,Dazzle in sunshine with 0.60 Ct G Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/Menu/8392/5662,https://www.colourdiam.com/Product/Jewellery/9036_9119/white45/center.jpg,7475.00 USD,in stock,,"Yellow Ring, Brown Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8392_5662/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8392_5662/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8392_5662/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8392_5662/white45/video.mp4,Colour Diam,,8392_5662,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Yellow Ring, Brown Ring",Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8556,0.60ct G SI1 IGI Certified 18k Gold Diamond Earrings,Dazzle in sunshine with 0.60 Ct G Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8556,https://www.colourdiam.com/Product/Jewellery/9039_9043/white45/center.jpg,10350.00 USD,in stock,,"Yellow Ring, Green Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8556/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8556/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8556/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8556/white45/video.mp4,Colour Diam,,8556,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Yellow Ring, Green Ring",Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7476,0.55ct Faint Blue VS1 GIA 18k White Gold Ring,Dazzle in sunshine with 0.60 Ct G Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7476,https://www.colourdiam.com/Product/Jewellery/5424_8731/white45/center.jpg,9775.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7476/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7476/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7476/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7476/white45/colour-diam-7476-yellow-ring-08.jpg,https://colourdiam.com/Product/Jewellery/7476/white45/colour-diam-7476-yellow-ring-09.jpg,https://colourdiam.com/Product/Jewellery/7476/white45/colour-diam-7476-yellow-ring-10.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7476/white45/video.mp4,Colour Diam,,7476,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
7070,2.04 Carat F VS2 Diamond Ring in 18K Gold,Dazzle in sunshine with 0.60 Ct F Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/7070,https://www.colourdiam.com/Product/Jewellery/9150/white45/center.jpg,5750.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7070/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7070/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7070/white45/center.jpg,https://colourdiam.com/Product/Jewellery/7070/white45/colour-diam-7070-green-ring-09.jpg,https://colourdiam.com/Product/Jewellery/7070/white45/colour-diam-7070-green-ring-10.jpg,https://colourdiam.com/Product/Jewellery/7070/white45/colour-diam-7070-green-ring-11.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7070/white45/video.mp4,Colour Diam,,7070,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct F Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury f earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Colour,Vintage Inspired,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
6325,2.04ct F VS2 IGI Certified 18k White Gold Diamond Ring,0.60 carats of F perfection. This earring in 18K is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/6325,https://www.colourdiam.com/Product/Jewellery/8553/white45/center.jpg,4600.00 USD,in stock,,White,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/6325/white45/center.jpg,https://colourdiam.com/Product/Jewellery/6325/white45/colour-diam-6325-2-ct-fancy-brownish-yellow-si1-gia-ring-colour-diam-14.jpg,https://colourdiam.com/Product/Jewellery/6325/white45/colour-diam-6325-2-ct-fancy-brownish-yellow-si1-gia-ring-colour-diam-15.jpg,https://colourdiam.com/Product/Jewellery/6325/white45/colour-diam-6325-2-ct-fancy-brownish-yellow-si1-gia-ring-colour-diam-16.jpg,https://colourdiam.com/Product/Jewellery/6325/white45/colour-diam-6325-2-ct-fancy-brownish-yellow-si1-gia-ring-colour-diam-17.jpg,https://colourdiam.com/Product/Jewellery/6325/white45/colour-diam-6325-2-ct-fancy-brownish-yellow-si1-gia-ring-colour-diam-18.jpg",,,,,,https://colourdiam.com/Product/Jewellery/6325/white45/video.mp4,Colour Diam,,6325,Natural Diamond,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct F Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury f earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,White,Natural Diamond,Classic Halo,Accessible Luxury (Under $5K),Haute Joaillerie Series,,new
3485,1.24ct VS2 GIA Fancy Yellow Diamond Ring in 18k Gold,0.60 carats of G perfection. This earring in 18K is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/3485,https://www.colourdiam.com/Product/Jewellery/9176/white45/center.jpg,9775.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/3485/white45/1.jpg,https://colourdiam.com/Product/Jewellery/3485/white45/2.jpg,https://colourdiam.com/Product/Jewellery/3485/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/3485/white45/video.mp4,Colour Diam,,3485,Natural Diamond,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.60 Ct G Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center stones.
* **Image 3:** Elegant model wearing the luxury g earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Natural Diamond,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8552,0.30ct Fancy Pink & White Diamond 18k Gold Pendant,0.55 carats of Faint Blue Undetermined Vs perfection. This ring in 18k is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/8552,https://www.colourdiam.com/Product/Jewellery/5754_6998/white45/center.jpg,9200.00 USD,in stock,,"Green Ring, Yellow Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8552/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8552/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8552/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8552/white45/video.mp4,Colour Diam,,8552,Fancy Blue,unisex,adult,,,,,,"* **Image 1:** Macro detail of 0.55 Ct Faint Blue Undetermined Vs Ring in 18k.
* **Image 2:** The ring displayed on a luxury velvet surface, emphasising the faint blue undetermined vs hue and intricate setting.
* **Image 3:** Lifestyle shot showing the ring styled with an evening ensemble.",,,false,,,,,,true,0 USD,"Green Ring, Yellow Ring",Fancy Blue,Vintage Inspired,Premium ($5K - $10K),Signature Diamond Collection,,new
8584,2.60ct Fancy Yellow & White Diamond 18k Earrings,Dazzle in sunshine with 0.55 Ct Fancy Intense Yellow VS   cts Fancy Intense Yellow Ring in 18k. GIA certified. Pin for later!,https://colourdiam.com/productdetail/8584,https://www.colourdiam.com/Product/Jewellery/8716/white45/center.jpg,7475.00 USD,in stock,,Green Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8584/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8584/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8584/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8584/white45/video.mp4,Colour Diam,,8584,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.55 Ct Fancy Intense Yellow VS   cts Fancy Intense Yellow Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury fancy intense yellow vs   cts fancy intense yellow ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Green Ring,Fancy Yellow,Vintage Inspired,Accessible Luxury (Under $5K),Signature Diamond Collection,,new
8673,0.60ct Light Yellow Green GIA 18k Gold Diamond Ring,Dazzle in sunshine with 2.04 Ct Fancy Ring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8673,https://www.colourdiam.com/Product/Jewellery/5478/white45/center.jpg,7475.00 USD,in stock,,Pink Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8673/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8673/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8673/white45/center.jpg,https://colourdiam.com/Product/Jewellery/8673/white45/colour-diam-8673-pink-ring-08.jpg,https://colourdiam.com/Product/Jewellery/8673/white45/colour-diam-8673-pink-ring-09.jpg,https://colourdiam.com/Product/Jewellery/8673/white45/colour-diam-8673-pink-ring-10.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8673/white45/video.mp4,Colour Diam,,8673,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 2.04 Ct Natural Diamond Ring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Pink Ring,Fancy Colour,Contemporary Luxury,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8821_8769,2.01ct Fancy Light Yellow GIA 18k Gold Diamond Ring,Dazzle in sunshine with 1.24 Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/Menu/8821/8769,https://www.colourdiam.com/Product/Jewellery/8392_5662/white45/center.jpg,13800.00 USD,in stock,,"Green Ring, Yellow Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8821_8769/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8821_8769/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8821_8769/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8821_8769/white45/video.mp4,Colour Diam,,8821_8769,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 1.24 Ct Natural Diamond Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Green Ring, Yellow Ring",Fancy Colour,Classic Halo,Premium ($5K - $10K),High Jewelry / Masterpiece Collection,,new
8738_8534,1.82ct Fancy Light Brownish Yellow Diamond Ring GIA,Dazzle in sunshine with 0.10 Ct Fancy Pendant in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8738_8534,https://www.colourdiam.com/Product/Jewellery/8556/white45/center.jpg,28750.00 USD,in stock,,"Green Ring, Pink Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8738_8534/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8738_8534/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8738_8534/white45/CENTER.jpg,https://colourdiam.com/Product/Jewellery/8738_8534/white45/colour-diam-8738-8534-green-ring-pink-ring-08.jpg,https://colourdiam.com/Product/Jewellery/8738_8534/white45/colour-diam-8738-8534-green-ring-pink-ring-09.jpg,https://colourdiam.com/Product/Jewellery/8738_8534/white45/colour-diam-8738-8534-green-ring-pink-ring-10.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8738_8534/white45/video.mp4,Colour Diam,,8738_8534,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.10 Ct Natural Diamond Pendant in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond pendant, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Green Ring, Pink Ring",Fancy Colour,Classic Halo,Accessible Luxury (Under $5K),High Jewelry / Masterpiece Collection,,new
8558,1.35ct GIA Yellow Diamond 18k Gold Ring,Dazzle in sunshine with 2.60 Ct Fancy Yellow Earring in 18K. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8558,https://www.colourdiam.com/Product/Jewellery/7476/white45/center.jpg,8050.00 USD,in stock,,"Yellow Ring, Green Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8558/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8558/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8558/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8558/white45/video.mp4,Colour Diam,,8558,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Close-up of 2.60 Ct Fancy Yellow Earring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury fancy yellow earring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Yellow Ring, Green Ring",Fancy Yellow,Contemporary Luxury,Luxury ($10K - $50K),High Jewelry / Masterpiece Collection,,new
8945,2.00ct Fancy Brownish Yellow SI1 GIA 18K Yellow Ring,Dazzle in sunshine with 0.66 Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/8945,https://www.colourdiam.com/Product/Jewellery/7070/white45/center.jpg,6325.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8552/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8552/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8552/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8552/white45/video.mp4,Colour Diam,,8945,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 0.66 Ct Natural Diamond Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Classic Halo,Premium ($5K - $10K),High Jewelry / Masterpiece Collection,,new
9220,1.01ct Fancy Green AGL 18k Gold Diamond Ring,Dazzle in sunshine with 3.02 Ct Fancy Ring in 18k. GIA certified. Pin for later! ✨,https://colourdiam.com/productdetail/9220,https://www.colourdiam.com/Product/Jewellery/6325/white45/center.jpg,920.00 USD,in stock,,Yellow Ring,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/9220/white45/1.jpg,https://colourdiam.com/Product/Jewellery/9220/white45/2.jpg,https://colourdiam.com/Product/Jewellery/9220/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/9220/white45/video.mp4,Colour Diam,,9220,Fancy Colour,unisex,adult,,,,,,"* **Image 1:** Close-up of 3.02 Ct Natural Diamond Ring in 18k with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury natural diamond ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Yellow Ring,Fancy Colour,Contemporary Luxury,Luxury ($10K - $50K),High Jewelry / Masterpiece Collection,,new
8840,1.71ct Fancy Green Diamond Ring in 18k Gold,Dazzle in sunshine with 2.01 Ct Fancy Light Brownish  Yellow Ring in 18k. GIA certified. Pin for later!,https://colourdiam.com/productdetail/8840,https://www.colourdiam.com/Product/Jewellery/3485/white45/center.jpg,8625.00 USD,in stock,,"Yellow Ring, Green Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8840/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8840/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8840/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8840/white45/video.mp4,Colour Diam,,8840,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Close-up of 2.01 Ct Fancy Light Brownish  Yellow Ring in 18k against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury fancy light brownish  yellow ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Yellow Ring, Green Ring",Fancy Yellow,Classic Halo,Premium ($5K - $10K),Signature Diamond Collection,,new
9147,1.71ct Fancy Green VS Diamond 18k Ring,1.82 carats of Fancy Light Brownish  Yellow Vs perfection. This ring in 18k is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/9147,https://www.colourdiam.com/Product/Jewellery/8552/white45/center.jpg,17250.00 USD,in stock,,Bracelet,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/9147/white45/1.jpg,https://colourdiam.com/Product/Jewellery/9147/white45/2.jpg,https://colourdiam.com/Product/Jewellery/9147/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/9147/white45/video.mp4,Colour Diam,,9147,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Macro detail of 1.82 Ct Fancy Light Brownish  Yellow Vs Ring in 18k.
* **Image 2:** The ring displayed on a luxury velvet surface, emphasising the fancy light brownish  yellow vs hue and intricate setting.
* **Image 3:** Lifestyle shot showing the ring styled with an evening ensemble.",,,false,,,,,,true,0 USD,Bracelet,Fancy Yellow,Minimalist Elegance,Premium ($5K - $10K),Signature Diamond Collection,,new
7801,1.20ct Fancy Yellow GIA 18K Gold Diamond Ring,1.35 carats of Fancy Light Brownish Greenish Yellow Vs perfection. This ring in 18k is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/7801,https://www.colourdiam.com/Product/Jewellery/8584/white45/center.jpg,5175.00 USD,in stock,,"Green Ring, Yellow Ring",Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/7801/white45/1.jpg,https://colourdiam.com/Product/Jewellery/7801/white45/2.jpg,https://colourdiam.com/Product/Jewellery/7801/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/7801/white45/video.mp4,Colour Diam,,7801,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Close-up of 1.35 Ct Fancy Light Brownish Greenish Yellow Vs Ring in 18k with diamond accents against a clean white background.
* **Image 2:** Side profile view showcasing the 18k setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury fancy light brownish greenish yellow vs ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,"Green Ring, Yellow Ring",Fancy Yellow,Minimalist Elegance,Luxury ($10K - $50K),Signature Diamond Collection,,new
8195_8191_8187_8189_8193_8190,0.43 Ct Faint Pink Diamond Halo Ring in 18K Gold,2.00 carats of Fancy Brownish Yellow perfection. This ring in 18K is a must-have for any luxury collection. Save to your dream jewelry board.,https://colourdiam.com/productdetail/Menu/8195/8191/8187/8189/8193/8190,https://www.colourdiam.com/Product/Jewellery/8673/white45/center.jpg,17250.00 USD,in stock,,Pendant,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8195_8191_8187_8189_8193_8190/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8195_8191_8187_8189_8193_8190/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8195_8191_8187_8189_8193_8190/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8195_8191_8187_8189_8193_8190/white45/video.mp4,Colour Diam,,8195_8191_8187_8189_8193_8190,Fancy Yellow,unisex,adult,,,,,,"* **Image 1:** Macro detail of 2.00 Ct Fancy Brownish Yellow Ring in 18K.
* **Image 2:** The ring displayed on a luxury velvet surface, emphasising the fancy brownish yellow hue and intricate setting.
* **Image 3:** Lifestyle shot showing the ring styled with an evening ensemble.",,,false,,,,,,true,0 USD,Pendant,Fancy Yellow,Minimalist Elegance,Premium ($5K - $10K),High Jewelry / Masterpiece Collection,,new
9170,1.01ct Fancy Light Yellow-Green Diamond Duo Ring,Dazzle in sunshine with 1.01 Ct Fancy Green Ring in 18K. GIA certified. Pin for later!,https://colourdiam.com/productdetail/9170,https://www.colourdiam.com/Product/Jewellery/8821_8769/white45/center.jpg,2300.00 USD,in stock,,Bracelet,Apparel & Accessories > Jewelry,"https://colourdiam.com/Product/Jewellery/8558/white45/1.jpg,https://colourdiam.com/Product/Jewellery/8558/white45/2.jpg,https://colourdiam.com/Product/Jewellery/8558/white45/center.jpg",,,,,,https://colourdiam.com/Product/Jewellery/8558/white45/video.mp4,Colour Diam,,9170,Fancy Green,unisex,adult,,,,,,"* **Image 1:** Close-up of 1.01 Ct Fancy Green Ring in 18K against a clean white background.
* **Image 2:** Side profile view showcasing the 18K setting and brilliant cut of the GIA-certified center diamond.
* **Image 3:** Elegant model wearing the luxury fancy green ring, highlighting scale and radiance.",,,false,,,,,,true,0 USD,Bracelet,Fancy Green,Minimalist Elegance,Premium ($5K - $10K),Signature Diamond Collection,,new
