Category,Product Name,Product Description,Maximum Purchase Quantity,Maximum Purchase Quantity - Start Date,Maximum Purchase Quantity - Time Period (in Days),Maximum Purchase Quantity - End Date,Minimum Purchase Quantity,Parent SKU,Variation Integration No.,Variation Name1,Option for Variation 1,Image per Variation,Variation Name2,Option for Variation 2,Price,Stock,SKU,Size Chart Template,Size Chart Image,GTIN,Cover image,Item Image 1,Item Image 2,Item Image 3,Item Image 4,Item Image 5,Item Image 6,Item Image 7,Item Image 8,Weight,Length,Width,Height,Standard Delivery - ส่งธรรมดาในประเทศ,Pre-order DTS,Fail Reason
,1.01 Ct M SI1 GIA Diamond | Colour Diam,"**Captivating 1.01 Ct M Heart-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat M Heart-cut gemstone with SI1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9524,,,,,,,1335.725,1,9524,,,,https://www.colourdiam.com/Product/Diamond/9524/still.jpg,https://colourdiam.com/Product/Diamond/9524/bA25.jpg,https://colourdiam.com/Product/Diamond/9524/bA26.jpg,https://colourdiam.com/Product/Diamond/9524/bA27.jpg,https://colourdiam.com/Product/Diamond/9524/bA28.jpg,https://colourdiam.com/Product/Diamond/9524/colour-diam-9524-01.jpg,https://colourdiam.com/Product/Diamond/9524/colour-diam-9524-02.jpg,https://colourdiam.com/Product/Diamond/9524/colour-diam-9524-03.jpg,,,,,,On,,
,1.01 Ct L VS1 GIA Diamond | Colour Diam,"**Splendid 1.01 Ct L Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat L Pear-cut gemstone with VS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9513,,,,,,,1568.0249999999999,1,9513,,,,https://www.colourdiam.com/Product/Diamond/9513/still.jpg,https://colourdiam.com/Product/Diamond/9513/bA21.jpg,https://colourdiam.com/Product/Diamond/9513/bA22.jpg,https://colourdiam.com/Product/Diamond/9513/bA23.jpg,https://colourdiam.com/Product/Diamond/9513/bA24.jpg,https://colourdiam.com/Product/Diamond/9513/colour-diam-9513-fancy-light-grayish-greenish-yellow-pear-vs1-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/9513/colour-diam-9513-fancy-light-grayish-greenish-yellow-pear-vs1-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/9513/colour-diam-9513-fancy-light-grayish-greenish-yellow-pear-vs1-1-01ct-gia-03.jpg,,,,,,On,,
,1.01 Ct Faint Green VS1 GIA Diamond | Colour Diam,"**Stunning 1.01 Ct Faint Green Radiant-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Faint Green Radiant-cut gemstone with VS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9510,,,,,,,3484.4999999999995,1,9510,,,,https://www.colourdiam.com/Product/Diamond/9510/still.jpg,https://colourdiam.com/Product/Diamond/9510/bA10.jpg,https://colourdiam.com/Product/Diamond/9510/bA11.jpg,https://colourdiam.com/Product/Diamond/9510/bA12.jpg,https://colourdiam.com/Product/Diamond/9510/bA9.jpg,https://colourdiam.com/Product/Diamond/9510/colour-diam-9510-fancy-light-green-yellow-cushion-si2-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/9510/colour-diam-9510-fancy-light-green-yellow-cushion-si2-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/9510/colour-diam-9510-fancy-light-green-yellow-cushion-si2-1-01ct-gia-03.jpg,,,,,,On,,
,1.01 Ct Very Light Green Yellow SI1 GIA Diamond | Colour Diam,"**Stunning 1.01 Ct Very Light Green Yellow Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Very Light Green Yellow Round-cut gemstone with SI1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6184,,,,,,,4136.1015,1,6184,,,,https://www.colourdiam.com/Product/Diamond/6184/still.jpg,https://colourdiam.com/Product/Diamond/6184/bA37.jpg,https://colourdiam.com/Product/Diamond/6184/bA38.jpg,https://colourdiam.com/Product/Diamond/6184/bA39.jpg,https://colourdiam.com/Product/Diamond/6184/bA40.jpg,https://colourdiam.com/Product/Diamond/6184/bA41.jpg,https://colourdiam.com/Product/Diamond/6184/bA42.jpg,https://colourdiam.com/Product/Diamond/6184/bA43.jpg,,,,,,On,,
,1.01 Ct Fancy Intense Greenish Yellow VS1 GIA Diamond | Colour Diam,"**Stunning 1.01 Ct Fancy Intense Greenish Yellow Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Intense Greenish Yellow Pear-cut gemstone with VS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6170,,,,,,,2206.85,1,6170,,,,https://www.colourdiam.com/Product/Diamond/6170/still.jpg,https://colourdiam.com/Product/Diamond/6170/bA1.jpg,https://colourdiam.com/Product/Diamond/6170/bA2.jpg,https://colourdiam.com/Product/Diamond/6170/bA3.jpg,https://colourdiam.com/Product/Diamond/6170/bA4.jpg,,,,,,,,,On,,
,D VS1 GIA Diamond | Colour Diam,"**Captivating 1.01 Ct Fancy Deep Yellow Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Deep Yellow Pear-cut gemstone with Measurements - 9.13 x 5.36 x 3.20 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6142,,,,,,,3716.7999999999997,1,6142,,,,https://www.colourdiam.com/Product/Diamond/6142/still.jpg,https://colourdiam.com/Product/Diamond/6142/bA1.jpg,https://colourdiam.com/Product/Diamond/6142/bA2.jpg,https://colourdiam.com/Product/Diamond/6142/bA3.jpg,https://colourdiam.com/Product/Diamond/6142/bA4.jpg,,,,,,,,,On,,
,1.01 Ct Fancy Light Purplish Pink SI1 GIA Diamond | Colour Diam,"**Splendid 1.01 Ct Fancy Light Purplish Pink Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Purplish Pink Cushion-cut gemstone with SI1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5770,,,,,,,6968.999999999999,1,5770,,,,https://www.colourdiam.com/Product/Diamond/5770/still.jpg,https://colourdiam.com/Product/Diamond/5770/bA1.jpg,https://colourdiam.com/Product/Diamond/5770/bA2.jpg,https://colourdiam.com/Product/Diamond/5770/bA3.jpg,https://colourdiam.com/Product/Diamond/5770/bA4.jpg,,,,,,,,,On,,
,1.01 Ct Fancy Light Purplish Pink I1 GIA Diamond | Colour Diam,"**Radiant 1.01 Ct Fancy Light Purplish Pink Heart-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Purplish Pink Heart-cut gemstone with I1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9535,,,,,,,813.05,1,9535,,,,https://www.colourdiam.com/Product/Diamond/9535/still.jpg,https://colourdiam.com/Product/Diamond/9535/bA41.jpg,https://colourdiam.com/Product/Diamond/9535/bA42.jpg,https://colourdiam.com/Product/Diamond/9535/bA43.jpg,https://colourdiam.com/Product/Diamond/9535/bA44.jpg,https://colourdiam.com/Product/Diamond/9535/colour-diam-9535-01.jpg,https://colourdiam.com/Product/Diamond/9535/colour-diam-9535-02.jpg,https://colourdiam.com/Product/Diamond/9535/colour-diam-9535-03.jpg,,,,,,On,,
,1.01 Ct Fancy Deep Brown Orange I1 GIA Diamond | Colour Diam,"**Dazzling 1.01 Ct Fancy Deep Brown Orange Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Deep Brown Orange Pear-cut gemstone with I1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9537,,,,,,,929.1999999999999,1,9537,,,,https://www.colourdiam.com/Product/Diamond/9537/still.jpg,https://colourdiam.com/Product/Diamond/9537/bA73.jpg,https://colourdiam.com/Product/Diamond/9537/bA74.jpg,https://colourdiam.com/Product/Diamond/9537/bA75.jpg,https://colourdiam.com/Product/Diamond/9537/bA76.jpg,,,,,,,,,On,,
,H SI2 IGI Diamond | Colour Diam,"**Sumptuous 1.01 Ct Fancy White Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy White Pear-cut gemstone with Measurements - 8.36 x 4.99 x 3.33 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,3916,,,,,,,2148.7749999999996,1,3916,,,,https://www.colourdiam.com/Product/Diamond/3916/still.jpg,,,,,,,,,,,,,On,,
,1.01 Ct Fancy Light Yellow I1 CGL Diamond | Colour Diam,"**Captivating 1.01 Ct Fancy Light Yellow Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Yellow Round-cut gemstone with I1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5323,,,,,,,1161.5,1,5323,,,,https://www.colourdiam.com/Product/Diamond/5323/still.jpg,https://colourdiam.com/Product/Diamond/5323/bA1.jpg,https://colourdiam.com/Product/Diamond/5323/bA2.jpg,https://colourdiam.com/Product/Diamond/5323/bA3.jpg,https://colourdiam.com/Product/Diamond/5323/bA4.jpg,,,,,,,,,On,,
,1.01 Ct Fancy Light Greenish Yellow VS1 GIA Diamond | Colour Diam,"**Opulent 1.01 Ct Fancy Light Greenish Yellow Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Greenish Yellow Pear-cut gemstone with VS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6015,,,,,,,1263.712,1,6015,,,,https://www.colourdiam.com/Product/Diamond/6015/still.jpg,,,,,,,,,,,,,On,,
,1.01 Ct Fancy Light Greenish Yellow SI1 GIA Diamond | Colour Diam,"**Stunning 1.01 Ct Fancy Light Greenish Yellow Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Greenish Yellow Pear-cut gemstone with SI1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7576,,,,,,,935.0074999999998,1,7576,,,,https://www.colourdiam.com/Product/Diamond/7576/still.jpg,https://colourdiam.com/Product/Diamond/7576/colour-diam-7576-m-oval-si2-1-01ct-gia-01.jpg,,,,,,,,,,,,On,,
,1.01 Ct Faint Pink VS2 GIA Diamond | Colour Diam,"**Exquisite 1.01 Ct Faint Pink Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Faint Pink Oval-cut gemstone with VS2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,83,,,,,,,4065.2499999999995,1,83,,,,https://www.colourdiam.com/Product/Diamond/83/still.jpg,https://colourdiam.com/Product/Diamond/83/bA1.jpg,https://colourdiam.com/Product/Diamond/83/bA2.jpg,https://colourdiam.com/Product/Diamond/83/bA3.jpg,https://colourdiam.com/Product/Diamond/83/bA4.jpg,https://colourdiam.com/Product/Diamond/84/bA49.jpg,https://colourdiam.com/Product/Diamond/84/bA5.jpg,https://colourdiam.com/Product/Diamond/84/bA50.jpg,,,,,,On,,
,1.01 Ct Fancy Light Brownish Greenish Yellow I2 GIA Diamond | Colour Diam,"**Enchanting 1.01 Ct Fancy Light Brownish Greenish Yellow Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Brownish Greenish Yellow Round-cut gemstone with I2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,137,,,,,,,5807.5,1,137,,,,https://www.colourdiam.com/Product/Diamond/137/still.jpg,https://colourdiam.com/Product/Diamond/137/colour-diam-137-fancy-deep-yellow-pear-measurements-9-13-x-5-36-x-3-20-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/137/colour-diam-137-fancy-deep-yellow-pear-measurements-9-13-x-5-36-x-3-20-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/137/colour-diam-137-fancy-deep-yellow-pear-measurements-9-13-x-5-36-x-3-20-1-01ct-gia-03.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/137.jpg,,,,,,,,,On,,
,1.01 Ct Fancy Light Brown Pink SI2 GIA Diamond | Colour Diam,"**Opulent 1.01 Ct Fancy Light Brown Pink Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Light Brown Pink Cushion-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7871,,,,,,,23230,1,7871,,,,https://www.colourdiam.com/Product/Diamond/7871/still.jpg,https://colourdiam.com/Product/Diamond/7871/colour-diam-7871-fancy-light-purplish-pink-cushion-si1-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7871/colour-diam-7871-fancy-light-purplish-pink-cushion-si1-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7871/colour-diam-7871-fancy-light-purplish-pink-cushion-si1-1-01ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/7871/colour-diam-7871-fancy-light-purplish-pink-cushion-si1-1-01ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/7871/colour-diam-7871-fancy-light-purplish-pink-cushion-si1-1-01ct-gia-05.jpg,,,,,,,,On,,
,1.01 Ct Fancy Brownish Yellow I2 GIA Diamond | Colour Diam,"**Captivating 1.01 Ct Fancy Brownish Yellow Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Brownish Yellow Round-cut gemstone with I2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,8689,,,,,,,3368.35,1,8689,,,,https://www.colourdiam.com/Product/Diamond/8689/still.jpg,https://colourdiam.com/Product/Diamond/8689/bA1.jpg,https://colourdiam.com/Product/Diamond/8689/bA2.jpg,https://colourdiam.com/Product/Diamond/8689/bA3.jpg,https://colourdiam.com/Product/Diamond/8689/bA4.jpg,https://colourdiam.com/Product/Diamond/8689/colour-diam-8689-fancy-light-greenish-yellow-pear-vs1-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/8689/colour-diam-8689-fancy-light-greenish-yellow-pear-vs1-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/8689/colour-diam-8689-fancy-light-greenish-yellow-pear-vs1-1-01ct-gia-03.jpg,,,,,,On,,
,1.01 Ct Fancy Deep Brown Orange I2 GIA Diamond | Colour Diam,"**Dazzling 1.01 Ct Fancy Deep Brown Orange Other-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Fancy Deep Brown Orange Other-cut gemstone with I2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,8695,,,,,,,3136.0499999999997,1,8695,,,,https://www.colourdiam.com/Product/Diamond/8695/still.jpg,https://colourdiam.com/Product/Diamond/8695/bA25.jpg,https://colourdiam.com/Product/Diamond/8695/bA26.jpg,https://colourdiam.com/Product/Diamond/8695/bA27.jpg,https://colourdiam.com/Product/Diamond/8695/bA28.jpg,https://colourdiam.com/Product/Diamond/8695/colour-diam-8695-fancy-light-greenish-yellow-pear-si1-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/8695/colour-diam-8695-fancy-light-greenish-yellow-pear-si1-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/8695/colour-diam-8695-fancy-light-greenish-yellow-pear-si1-1-01ct-gia-03.jpg,,,,,,On,,
,1.01 Ct Faint Pink I1 CGL Diamond | Colour Diam,"**Opulent 1.01 Ct Faint Pink Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1.01-carat Faint Pink Round-cut gemstone with I1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5516,,,,,,,21487.75,1,5516,,,,https://www.colourdiam.com/Product/Diamond/5516/still.jpg,https://colourdiam.com/Product/Diamond/5516/bA1.jpg,https://colourdiam.com/Product/Diamond/5516/bA2.jpg,https://colourdiam.com/Product/Diamond/5516/bA3.jpg,https://colourdiam.com/Product/Diamond/5516/bA4.jpg,,,,,,,,,On,,
,1 Ct Fancy Light Green Yellow SI2 GIA Diamond | Colour Diam,"**Magnificent 1 Ct Fancy Light Green Yellow Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Fancy Light Green Yellow Oval-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,4596,,,,,,,1393.8,1,4596,,,,https://www.colourdiam.com/Product/Diamond/4596/still.jpg,https://colourdiam.com/Product/Diamond/4596/bA13.jpg,https://colourdiam.com/Product/Diamond/4596/bA14.jpg,https://colourdiam.com/Product/Diamond/4596/bA15.jpg,https://colourdiam.com/Product/Diamond/4596/bA16.jpg,,,,,,,,,On,,
,1 Ct Very Light Pink SI2 GIA Diamond | Colour Diam,"**Radiant 1 Ct Very Light Pink Marquise-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Very Light Pink Marquise-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,2700,,,,,,,3484.4999999999995,1,2700,,,,https://www.colourdiam.com/Product/Diamond/2700/still.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-05.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-06.jpg,https://colourdiam.com/Product/Diamond/2700/colour-diam-2700-fancy-white-pear-measurements-8-36-x-4-99-x-3-33-1-01ct-gia-07.jpg,,,,,,On,,
,1 Ct Fancy Light Pinkish Brown SI2 GIA Diamond | Colour Diam,"**Exquisite 1 Ct Fancy Light Pinkish Brown Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Fancy Light Pinkish Brown Oval-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,2497,,,,,,,0,1,2497,,,,https://www.colourdiam.com/Product/Diamond/2497/still.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-01.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-02.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-03.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-04.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-05.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-06.jpg,https://colourdiam.com/Product/Diamond/2497/colour-diam-2497-fancy-light-yellow-round-i1-1-01ct-cgl-07.jpg,,,,,,On,,
,1 Ct Light Pink IF GIA Diamond | Colour Diam,"**Opulent 1 Ct Light Pink Round-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Light Pink Round-cut gemstone with IF clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,8614,,,,,,,8130.499999999999,1,8614,,,,https://www.colourdiam.com/Product/Diamond/8614/still.jpg,https://colourdiam.com/Product/Diamond/8614/bA1.jpg,https://colourdiam.com/Product/Diamond/8614/bA2.jpg,https://colourdiam.com/Product/Diamond/8614/bA3.jpg,https://colourdiam.com/Product/Diamond/8614/bA4.jpg,https://colourdiam.com/Product/Diamond/8614/still%20-%20Copy.jpg,,,,,,,,On,,
,1 Ct F SI2 GIA Diamond | Colour Diam,"**Splendid 1 Ct F Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat F Cushion-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6042,,,,,,,929.1999999999999,1,6042,,,,https://www.colourdiam.com/Product/Diamond/6042/still.jpg,https://colourdiam.com/Product/Diamond/6042/bA1.jpg,https://colourdiam.com/Product/Diamond/6042/bA2.jpg,https://colourdiam.com/Product/Diamond/6042/bA3.jpg,https://colourdiam.com/Product/Diamond/6042/bA4.jpg,,,,,,,,,On,,
,1 Ct Fancy Brownish Greenish Yellow VS2 GIA Diamond | Colour Diam,"**Exquisite 1 Ct Fancy Brownish Greenish Yellow Radiant-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Fancy Brownish Greenish Yellow Radiant-cut gemstone with VS2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6059,,,,,,,11034.25,1,6059,,,,https://www.colourdiam.com/Product/Diamond/6059/still.jpg,https://colourdiam.com/Product/Diamond/6059/bA10.jpg,https://colourdiam.com/Product/Diamond/6059/bA11.jpg,https://colourdiam.com/Product/Diamond/6059/bA29.jpg,https://colourdiam.com/Product/Diamond/6059/bA30.jpg,https://colourdiam.com/Product/Diamond/6059/bA31.jpg,https://colourdiam.com/Product/Diamond/6059/bA32.jpg,https://colourdiam.com/Product/Diamond/6059/bA33.jpg,,,,,,On,,
,1 Ct W I1 GIA Diamond | Colour Diam,"**Dazzling 1 Ct W-X Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat W-X Oval-cut gemstone with I1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7399,,,,,,,700.3844999999999,1,7399,,,,https://www.colourdiam.com/Product/Diamond/7399/still.jpg,https://colourdiam.com/Product/Diamond/7399/colour-diam-7399-fancy-brownish-yellow-round-i2-1-01ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7399/colour-diam-7399-fancy-brownish-yellow-round-i2-1-01ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7399/colour-diam-7399-fancy-brownish-yellow-round-i2-1-01ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/7399/colour-diam-7399-fancy-brownish-yellow-round-i2-1-01ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/7399/colour-diam-7399-fancy-brownish-yellow-round-i2-1-01ct-gia-05.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/7399.jpg,,,,,,,On,,
,1 Ct Y SI2 GIA Diamond | Colour Diam,"**Sumptuous 1 Ct Y-Z Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat Y-Z Oval-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5198,,,,,,,2323,1,5198,,,,https://www.colourdiam.com/Product/Diamond/5198/still.jpg,https://colourdiam.com/Product/Diamond/5198/bA1.jpg,https://colourdiam.com/Product/Diamond/5198/bA2.jpg,https://colourdiam.com/Product/Diamond/5198/bA3.jpg,https://colourdiam.com/Product/Diamond/5198/bA4.jpg,,,,,,,,,On,,
,1 Ct J SI1 IGI Diamond | Colour Diam,"**Sumptuous 1 Ct J Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat J Pear-cut gemstone with SI1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,2551,,,,,,,3252.2,1,2551,,,,https://www.colourdiam.com/Product/Diamond/2551/still.jpg,https://colourdiam.com/Product/Diamond/2551/colour-diam-2551-faint-pink-round-i1-1-01ct-cgl-01.jpg,,,,,,,,,,,,On,,
,1 Ct U VVS2 GIA Diamond | Colour Diam,"**Sumptuous 1 Ct U-V Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat U-V Pear-cut gemstone with VVS2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6049,,,,,,,2530,1,6049,,,,https://www.colourdiam.com/Product/Diamond/6049/still.jpg,https://colourdiam.com/Product/Diamond/6049/bA27.jpg,https://colourdiam.com/Product/Diamond/6049/bA28.jpg,https://colourdiam.com/Product/Diamond/6049/bA29.jpg,https://colourdiam.com/Product/Diamond/6049/bA30.jpg,,,,,,,,,On,,
,1 Ct F VS1 GIA Diamond | Colour Diam,"**Captivating 1 Ct F Asscher-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat F Asscher-cut gemstone with VS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5966,,,,,,,12764.999999999998,1,5966,,,,https://www.colourdiam.com/Product/Diamond/5966/still.jpg,,,,,,,,,,,,,On,,
,1 Ct I SI2 HRD Diamond | Colour Diam,"**Splendid 1 Ct I Radiant-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat I Radiant-cut gemstone with SI2 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,4597,,,,,,,1380,1,4597,,,,https://www.colourdiam.com/Product/Diamond/4597/still.jpg,https://colourdiam.com/Product/Diamond/4597/bA13.jpg,https://colourdiam.com/Product/Diamond/4597/bA14.jpg,https://colourdiam.com/Product/Diamond/4597/bA15.jpg,https://colourdiam.com/Product/Diamond/4597/bA16.jpg,,,,,,,,,On,,
,1 Ct E VVS1 GIA Diamond | Colour Diam,"**Radiant 1 Ct E Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 1-carat E Cushion-cut gemstone with VVS1 clarity. This remarkable stone has been expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,2779,,,,,,,436999.99999999994,1,2779,,,,https://www.colourdiam.com/Product/Diamond/2779/still.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/2779.jpg,,,,,,,,,,,,On,,
